id,key,value,type 
2556829060,ref,A2,regular
2556829060,wheelchair,no,regular
2557051035,name,香港 Hong Kong,regular
2557051035,en,Hong Kong,name
2557051035,zh,香港,name
2557051035,public_transport,stop_position,regular
2557051035,railway,stop,regular
2557051035,ref,HOK,regular
2557051035,subway,yes,regular
2557051037,name,香港 Hong Kong,regular
2557051037,en,Hong Kong,name
2557051037,zh,香港,name
2557051037,public_transport,stop_position,regular
2557051037,railway,stop,regular
2557051037,ref,HOK,regular
2557051037,subway,yes,regular
2557051040,name,香港 Hong Kong,regular
2557051040,en,Hong Kong,name
2557051040,zh,香港,name
2557051040,network,MTR,regular
2557051040,operator,香港鐵路有限公司 MTR Corporation,regular
2557051040,public_transport,stop_position,regular
2557051040,railway,stop,regular
2557051040,ref,HOK,regular
2557051040,subway,yes,regular
2557844326,bus,yes,regular
2557844326,public_transport,stop_position,regular
2557844338,minibus,yes,regular
2557844338,public_transport,stop_position,regular
2557844338,source,survey,regular
2557874787,crossing,traffic_signals,regular
2557874787,highway,crossing,regular
2557908436,entrance,yes,regular
2558483167,railway,switch,regular
2559285906,railway,crossing,regular
2559285914,name,禧利街 Hillier Street,regular
2559285914,en,Hillier Street,name
2559285914,zh,禧利街,name
2559285914,public_transport,stop_position,regular
2559285914,railway,tram_stop,regular
2559285914,ref,21E,regular
2559285914,tram,yes,regular
2559285914,wheelchair,no,regular
2559285924,railway,crossing,regular
2559285925,railway,crossing,regular
2559285927,railway,crossing,regular
2559285930,railway,crossing,regular
2559322850,railway,railway_crossing,regular
2560704546,crossing,uncontrolled,regular
2560704546,highway,crossing,regular
2560762357,barrier,gate,regular
2560842728,access,yes,regular
2560842728,amenity,toilets,regular
2560842728,fee,no,regular
2560842728,operator,AFCD,regular
2560842728,disposal,flush,toilets
2560848705,flats,5B,addr
2560848705,floor,5,addr
2560848705,housenumber,70,addr
2560848705,street,Lee Garden Road,addr
2560848705,email,david@9boutiquehotel.com,regular
2560848705,name,9 Boutique Hotel,regular
2560848705,bitcoin,yes,payment
2560848705,coins,yes,payment
2560848705,phone,+852 6014 8204,regular
2560848705,tourism,hostel,regular
2560848705,website,http://www.9boutiquehotel.com,regular
2560872658,amenity,cafe,regular
2560872658,name,Derby West,regular
2560879529,amenity,bar,regular
2560879529,name,Cocky Bar,regular
2560879533,type,dome,camera
2560879533,man_made,surveillance,regular
2560879533,surveillance,public,regular
2560879537,type,fixed,camera
2560879537,man_made,surveillance,regular
2560879537,surveillance,outdoor,regular
2560879541,type,fixed,camera
2560879541,man_made,surveillance,regular
2560879541,surveillance,outdoor,regular
2560879549,type,fixed,camera
2560879549,man_made,surveillance,regular
2560879549,surveillance,outdoor,regular
2561035782,city,"Hong Kong,",addr
2561035782,housenumber,75,addr
2561035782,street,Mody Road,addr
2561035782,name,Hong Kong Massage,regular
2561035782,note,"An outcall massage service for homes and hotels in Hong Kong. Enjoy a massage at your hotel, relax and have all the stress and tension eased away.",regular
2561035782,bitcoin,yes,payment
2561035782,website,http://www.hongkongmassage.com/,regular
2561053233,floor,16,addr
2561053233,housename,SBI Centre,addr
2561053233,housenumber,54-58,addr
2561053233,street,Des Voeux Road,addr
2561053233,unit,1603,addr
2561053233,name,PRIMERCIAL,regular
2561053233,bitcoin,yes,payment
2561053233,website,http://www.primercial.com/,regular
2561063241,name,上環 Sheung Wan,regular
2561063241,en,Sheung Wan,name
2561063241,zh,上環,name
2561063241,public_transport,stop_position,regular
2561063241,railway,stop,regular
2561063241,ref,SHW,regular
2561063241,subway,yes,regular
2561063247,name,西營盤 Sai Ying Pun,regular
2561063247,en,Sai Ying Pun,name
2561063247,zh,西營盤,name
2561063247,public_transport,stop_position,regular
2561063247,railway,stop,regular
2561063247,ref,SYP,regular
2561063247,subway,yes,regular
2562413275,name,坑口 Hang Hau,regular
2562413275,en,Hang Hau,name
2562413275,zh,坑口,name
2562413275,network,MTR,regular
2562413275,operator,香港鐵路有限公司 MTR Corporation,regular
2562413275,public_transport,stop_position,regular
2562413275,railway,stop,regular
2562413275,ref,HAH,regular
2562413275,subway,yes,regular
2562413325,name,坑口 Hang Hau,regular
2562413325,en,Hang Hau,name
2562413325,zh,坑口,name
2562413325,network,MTR,regular
2562413325,operator,香港鐵路有限公司 MTR Corporation,regular
2562413325,public_transport,stop_position,regular
2562413325,railway,stop,regular
2562413325,ref,HAH,regular
2562413325,subway,yes,regular
2564544801,note,ISL up,regular
2564544801,railway,switch,regular
2564544804,note,ISL up,regular
2564544810,note,ISL up,regular
2564544812,note,ISL up,regular
2564544823,note,ISL up,regular
2564544830,name,銅鑼灣 Causeway Bay,regular
2564544830,en,Causeway Bay,name
2564544830,zh,銅鑼灣,name
2564544830,note,ISL down,regular
2564544830,public_transport,stop_position,regular
2564544830,railway,stop,regular
2564544830,ref,CAB,regular
2564544830,subway,yes,regular
2564544836,note,ISL up,regular
2564544838,name,北角 North Point,regular
2564544838,en,North Point,name
2564544838,zh,北角,name
2564544838,note,ISL up,regular
2564544838,public_transport,stop_position,regular
2564544838,railway,stop,regular
2564544838,ref,NOP,regular
2564544838,subway,yes,regular
2564544847,note,ISL up,regular
2564544849,name,筲箕灣 Shau Kei Wan,regular
2564544849,en,Shau Kei Wan,name
2564544849,zh,筲箕灣,name
2564544849,public_transport,stop_position,regular
2564544849,railway,stop,regular
2564544849,ref,SKW,regular
2564544849,subway,yes,regular
2564544851,note,ISL down,regular
2564544862,name,西灣河 Sai Wan Ho,regular
2564544862,en,Sai Wan Ho,name
2564544862,zh,西灣河,name
2564544862,public_transport,stop_position,regular
2564544862,railway,stop,regular
2564544862,ref,SWH,regular
2564544862,subway,yes,regular
2564544875,name,中環 Central,regular
2564544875,en,Central,name
2564544875,zh,中環,name
2564544875,note,ISL down,regular
2564544875,public_transport,stop_position,regular
2564544875,railway,stop,regular
2564544875,ref,CEN,regular
2564544875,subway,yes,regular
2564544897,note,ISL down,regular
2564544900,note,ISL down,regular
2564544903,note,ISL up,regular
2564544906,note,ISL up,regular
2564544910,note,ISL up,regular
2564544931,note,ISL down,regular
2564544949,name,太古 Tai Koo,regular
2564544949,en,Tai Koo,name
2564544949,zh,太古,name
2564544949,public_transport,stop_position,regular
2564544949,railway,stop,regular
2564544949,ref,TAK,regular
2564544949,subway,yes,regular
2564544957,note,ISL down,regular
2564544959,note,ISL up,regular
2564544966,note,ISL up,regular
2564544968,note,ISL up,regular
2564544972,note,ISL down,regular
2564544988,note,ISL up,regular
2564544993,name,灣仔 Wan Chai,regular
2564544993,en,Wan Chai,name
2564544993,zh,灣仔,name
2564544993,note,ISL down,regular
2564544993,public_transport,stop_position,regular
2564544993,railway,stop,regular
2564544993,ref,WAC,regular
2564544993,subway,yes,regular
2564544999,note,ISL up,regular
2564545003,note,ISL up,regular
2564545005,note,ISL up,regular
2564545033,note,ISL down,regular
2564545049,note,ISL up,regular
2564545053,note,ISL down,regular
2564545056,name,中環 Central,regular
2564545056,en,Central,name
2564545056,zh,中環,name
2564545056,note,ISL up,regular
2564545056,public_transport,stop_position,regular
2564545056,railway,stop,regular
2564545056,ref,CEN,regular
2564545056,subway,yes,regular
2564545064,note,ISL down,regular
2564545074,note,ISL up,regular
2564545079,note,ISL up,regular
2564545081,note,ISL up,regular
2564545083,note,ISL up,regular
2564545085,note,ISL up,regular
2564545087,note,ISL up,regular
2564545089,note,ISL up,regular
2564545093,name,天后 Tin Hau,regular
2564545093,en,Tin Hau,name
2564545093,zh,天后,name
2564545093,note,ISL up,regular
2564545093,public_transport,stop_position,regular
2564545093,railway,stop,regular
2564545093,ref,TIH,regular
2564545093,subway,yes,regular
2564545097,note,ISL up,regular
2564545101,name,金鐘 Admiralty,regular
2564545101,en,Admiralty,name
2564545101,zh,金鐘,name
2564545101,network,MTR,regular
2564545101,note,ISL up,regular
2564545101,operator,香港鐵路有限公司 MTR Corporation,regular
2564545101,public_transport,stop_position,regular
2564545101,railway,stop,regular
2564545101,ref,ADM,regular
2564545101,subway,yes,regular
2564545107,note,ISL down,regular
2564545111,name,金鐘 Admiralty,regular
2564545111,en,Admiralty,name
2564545111,zh,金鐘,name
2564545111,network,MTR,regular
2564545111,note,ISL down,regular
2564545111,operator,香港鐵路有限公司 MTR Corporation,regular
2564545111,public_transport,stop_position,regular
2564545111,railway,stop,regular
2564545111,ref,ADM,regular
2564545111,subway,yes,regular
2564545121,name,鰂魚涌 Quarry Bay,regular
2564545121,en,Quarry Bay,name
2564545121,zh,鰂魚涌,name
2564545121,public_transport,stop_position,regular
2564545121,railway,stop,regular
2564545121,ref,QUB,regular
2564545121,subway,yes,regular
2564545127,name,炮台山 Fortress Hill,regular
2564545127,en,Fortress Hill,name
2564545127,zh,炮台山,name
2564545127,public_transport,stop_position,regular
2564545127,railway,stop,regular
2564545127,ref,FOH,regular
2564545127,subway,yes,regular
2564545140,note,ISL up,regular
2564545152,note,ISL down,regular
2564545153,name,灣仔 Wan Chai,regular
2564545153,en,Wan Chai,name
2564545153,zh,灣仔,name
2564545153,note,ISL up,regular
2564545153,public_transport,stop_position,regular
2564545153,railway,stop,regular
2564545153,ref,WAC,regular
2564545153,subway,yes,regular
2564545163,name,上環 Sheung Wan,regular
2564545163,en,Sheung Wan,name
2564545163,zh,上環,name
2564545163,public_transport,stop_position,regular
2564545163,railway,stop,regular
2564545163,ref,SHW,regular
2564545163,subway,yes,regular
2564545168,note,ISL up,regular
2564545170,note,ISL down,regular
2564545183,note,ISL up,regular
2564639685,note,ISL down,regular
2564639687,note,ISL down,regular
2564639689,note,ISL up,regular
2564639695,name,炮台山 Fortress Hill,regular
2564639695,en,Fortress Hill,name
2564639695,zh,炮台山,name
2564639695,public_transport,stop_position,regular
2564639695,railway,stop,regular
2564639695,ref,FOH,regular
2564639695,subway,yes,regular
2564639697,note,ISL up,regular
2564639702,note,ISL up,regular
2564639705,note,ISL up,regular
2566102950,street,英皇道 King's Road,addr
2566102950,name,北角 North Point,regular
2566102950,en,North Point,name
2566102950,zh,北角,name
2566102950,network,MTR,regular
2566102950,operator,香港鐵路有限公司 MTR Corporation,regular
2566102950,platforms,4,regular
2566102950,public_transport,station,regular
2566102950,railway,station,regular
2566102950,ref,NOP,regular
2566102950,start_date,1985-05-31,regular
2566102950,station,subway,regular
2566102950,wheelchair,limited,regular
2566130974,housenumber,111,addr
2566130974,street,筲箕灣道 Shau Kei Wan Road,addr
2566130974,name,西灣河 Sai Wan Ho,regular
2566130974,en,Sai Wan Ho,name
2566130974,zh,西灣河,name
2566130974,network,MTR,regular
2566130974,operator,香港鐵路有限公司 MTR Corporation,regular
2566130974,platforms,2,regular
2566130974,railway,station,regular
2566130974,ref,SWH,regular
2566130974,start_date,1985-05-31,regular
2566130974,station,subway,regular
2566130974,wheelchair,limited,regular
2566130974,wikipedia,zh:西灣河站,regular
2566130977,housenumber,1-2,addr
2566130977,street,康山道 Kornhill Road,addr
2566130977,name,太古 Tai Koo,regular
2566130977,en,Tai Koo,name
2566130977,zh,太古,name
2566130977,network,MTR,regular
2566130977,operator,香港鐵路有限公司 MTR Corporation,regular
2566130977,platforms,2,regular
2566130977,railway,station,regular
2566130977,ref,TAK,regular
2566130977,start_date,1985-05-31,regular
2566130977,station,subway,regular
2566130977,wheelchair,yes,toilets
2566130977,wheelchair,yes,regular
2566130977,wikipedia,zh:太古站,regular
2566265627,housenumber,1,addr
2566265627,street,寶文街 Po Man Street,addr
2566265627,name,筲箕灣 Shau Kei Wan,regular
2566265627,en,Shau Kei Wan,name
2566265627,zh,筲箕灣,name
2566265627,network,MTR,regular
2566265627,operator,香港鐵路有限公司 MTR Corporation,regular
2566265627,platforms,2,regular
2566265627,railway,station,regular
2566265627,ref,SKW,regular
2566265627,start_date,1985-05-31,regular
2566265627,station,subway,regular
2566265627,wheelchair,limited,regular
2566265627,wikipedia,zh:筲箕灣站,regular
2567717542,name,柴灣 Chai Wan,regular
2567717542,en,Chai Wan,name
2567717542,zh,柴灣,name
2567717542,public_transport,stop_position,regular
2567717542,railway,stop,regular
2567717542,ref,CHW,regular
2567717542,subway,yes,regular
2567717552,railway,switch,regular
2567717556,name,杏花邨 Heng Fa Chuen,regular
2567717556,en,Heng Fa Chuen,name
2567717556,zh,杏花邨,name
2567717556,public_transport,stop_position,regular
2567717556,railway,stop,regular
2567717556,ref,HFC,regular
2567717556,subway,yes,regular
2567717562,railway,switch,regular
2567717570,railway,switch,regular
2567717571,railway,switch,regular
2567717575,railway,switch,regular
2567717580,railway,switch,regular
2567717583,railway,switch,regular
2567717587,railway,buffer_stop,regular
2567717589,railway,switch,regular
2567717590,railway,buffer_stop,regular
2567717607,railway,switch,regular
2567717611,railway,switch,regular
2569638422,street,King's Road,addr
2569638422,highway,bus_stop,regular
2569638422,name,太古城中心 Cityplaza,regular
2569638422,en,Cityplaza,name
2569638422,zh,太古城中心,name
2569638422,note,"Buses stop here: 2, 18X, 81A, 82, 682, 682A, 682B, 682P, 802",regular
2569638422,operator,NWFB,regular
2569638422,public_transport,platform,regular
2569638422,ctb,1270C,ref
2569638422,hkbus,太古城中心 (英皇道),ref
2569641295,street,King's Road,addr
2569641295,highway,bus_stop,regular
2569641295,name,太古城中心 Cityplaza,regular
2569641295,en,Cityplaza,name
2569641295,zh,太古城中心,name
2569641295,note,"Buses stop here: 85, 85A, 102, 102P, 307P, 606, 606A, 678",regular
2569641295,operator,CTB,regular
2569641295,public_transport,platform,regular
2569641295,ctb,1270A,ref
2569641295,hkbus,太古城中心 (英皇道),ref
2569658802,street,Tsat Tsz Mui Road,addr
2569658802,highway,bus_stop,regular
2569658802,name,書局街 Shu Kuk Street,regular
2569658802,en,Shu Kuk Street,name
2569658802,zh,書局街,name
2569658802,note,"Buses stop here: 82, 85",regular
2569658802,operator,CTB,regular
2569658802,public_transport,platform,regular
2569658802,ctb,1332A,ref
2569658802,hkbus,書局街 (七姊妹道),ref
2569844151,name,堅尼地城 Kennedy Town,regular
2569844151,en,Kennedy Town,name
2569844151,zh,堅尼地城,name
2569844151,public_transport,stop_position,regular
2569844151,railway,stop,regular
2569844151,ref,KET,regular
2569844151,subway,yes,regular
2569844158,name,西營盤 Sai Ying Pun,regular
2569844158,en,Sai Ying Pun,name
2569844158,zh,西營盤,name
2569844158,public_transport,stop_position,regular
2569844158,railway,stop,regular
2569844158,ref,SYP,regular
2569844158,subway,yes,regular
2569844159,name,香港大學 HKU,regular
2569844159,en,HKU,name
2569844159,zh,香港大學,name
2569844159,public_transport,stop_position,regular
2569844159,railway,stop,regular
2569844159,ref,HKU,regular
2569844159,subway,yes,regular
2570296950,highway,turning_circle,regular
2571436563,highway,bus_stop,regular
2571436563,name,太康樓 Tai Hong House,regular
2571436563,en,Tai Hong House,name
2571436563,zh,太康樓,name
2571436563,note,"Buses stop here: 2A, 82S, 106P, 682C, 694, 722, N8, 606A (CTB), 678 (CTB)",regular
2571436563,operator,NWFB,regular
2571436563,public_transport,platform,regular
2571436563,ctb,1313E,ref
2571436563,hkbus,太康樓,ref
2571448928,amenity,post_box,regular
2571448928,collection_times,Mo-Fr 17:00; Sa 16:00,regular
2571448928,operator,Hongkong Post,regular
2571448928,ref,146,regular
2571455228,highway,bus_stop,regular
2571455228,name,太古城太湖閣 Tai Woo Mansion Taikoo Shing,regular
2571455228,en,Tai Woo Mansion Taikoo Shing,name
2571455228,zh,太古城太湖閣,name
2571455228,note,"Buses stop here: 110, 720",regular
2571455228,operator,NWFB,regular
2571455228,public_transport,platform,regular
2571455228,ctb,2792A,ref
2571455228,hkbus,太古城太湖閣,ref
2572367656,crossing,island,regular
2572367656,highway,crossing,regular
2572367667,leaf_type,broadleaved,regular
2572367667,natural,tree,regular
2572367667,ref,URA T14,regular
2575708589,highway,bus_stop,regular
2575708589,name,太安樓 Tai On Building,regular
2575708589,en,Tai On Building,name
2575708589,zh,太安樓,name
2575708589,note,"Buses stop here: 85, 85A, 102, 102P, N8X, A12, 2 (NWFB), 18X (NWFB), 720 (NWFB), N122 (NWFB)",regular
2575708589,operator,CTB,regular
2575708589,public_transport,platform,regular
2575708589,ctb,1296A,ref
2575708589,hkbus,太安樓,ref
2579834364,highway,bus_stop,regular
2579834364,name,菲林明道 Fleming Road,regular
2579834364,en,Fleming Road,name
2579834364,zh,菲林明道,name
2579834364,public_transport,platform,regular
2579834364,ctb,2445E,ref
2579834364,hkbus,菲林明道 (軒尼詩道),ref
2579834365,highway,bus_stop,regular
2579834365,name,菲林明道 Fleming Road,regular
2579834365,en,Fleming Road,name
2579834365,zh,菲林明道,name
2579834365,public_transport,platform,regular
2579834365,ctb,2445F,ref
2579834365,hkbus,菲林明道 (軒尼詩道),ref
2579834366,highway,bus_stop,regular
2579834366,name,菲林明道 Fleming Road,regular
2579834366,en,Fleming Road,name
2579834366,zh,菲林明道,name
2579834366,public_transport,platform,regular
2579834366,ctb,2445D,ref
2579834366,hkbus,菲林明道 (軒尼詩道),ref
2579834367,highway,bus_stop,regular
2579834367,name,菲林明道 Fleming Road,regular
2579834367,en,Fleming Road,name
2579834367,zh,菲林明道,name
2579834367,operator,九巴 KMB,regular
2579834367,public_transport,platform,regular
2579834367,hkbus,菲林明道 (軒尼詩道),ref
2579834367,kmb,HE02-W-1310-0,ref
2579834368,highway,bus_stop,regular
2579834368,name,菲林明道 Fleming Road,regular
2579834368,en,Fleming Road,name
2579834368,zh,菲林明道,name
2579834368,public_transport,platform,regular
2579834368,ctb,2445A,ref
2579834368,hkbus,菲林明道 (軒尼詩道),ref
2579834369,highway,bus_stop,regular
2579834369,name,菲林明道 Fleming Road,regular
2579834369,en,Fleming Road,name
2579834369,zh,菲林明道,name
2579834369,public_transport,platform,regular
2579834369,ctb,2445B,ref
2579834369,hkbus,菲林明道 (軒尼詩道),ref
2579834370,bus,yes,regular
2579834370,highway,bus_stop,regular
2579834370,name,菲林明道 Fleming Road,regular
2579834370,en,Fleming Road,name
2579834370,zh,菲林明道,name
2579834370,operator,城巴 Citybus,regular
2579834370,public_transport,platform,regular
2579834370,ctb,2445C,ref
2579834370,hkbus,菲林明道 (軒尼詩道),ref
2579834371,highway,bus_stop,regular
2579834371,name,菲林明道 Fleming Road,regular
2579834371,en,Fleming Road,name
2579834371,zh,菲林明道,name
2579834371,public_transport,platform,regular
2579834371,hkbus,菲林明道 (軒尼詩道),ref
2579834371,kmb,HE02-E-1470-0,ref
2579834372,bus,yes,regular
2579834372,highway,bus_stop,regular
2579834372,name,菲林明道 Fleming Road,regular
2579834372,en,Fleming Road,name
2579834372,zh,菲林明道,name
2579834372,operator,城巴 Citybus,regular
2579834372,public_transport,platform,regular
2579834372,ctb,2432A,ref
2579834372,hkbus,菲林明道 (軒尼詩道),ref
2579834373,highway,bus_stop,regular
2579834373,name,菲林明道 Fleming Road,regular
2579834373,en,Fleming Road,name
2579834373,zh,菲林明道,name
2579834373,public_transport,platform,regular
2579834373,ctb,2432D,ref
2579834373,hkbus,菲林明道 (軒尼詩道),ref
2579834374,highway,bus_stop,regular
2579834374,name,菲林明道 Fleming Road,regular
2579834374,en,Fleming Road,name
2579834374,zh,菲林明道,name
2579834374,public_transport,platform,regular
2579834374,ctb,2432B,ref
2579834374,hkbus,菲林明道 (軒尼詩道),ref
2579834375,highway,bus_stop,regular
2579834375,name,菲林明道 Fleming Road,regular
2579834375,en,Fleming Road,name
2579834375,zh,菲林明道,name
2579834375,public_transport,platform,regular
2579834375,ctb,2432C,ref
2579834375,hkbus,菲林明道 (軒尼詩道),ref
2579834376,bus,yes,regular
2579834376,highway,bus_stop,regular
2579834376,name,菲林明道 Fleming Road,regular
2579834376,en,Fleming Road,name
2579834376,zh,菲林明道,name
2579834376,operator,九巴 KMB,regular
2579834376,public_transport,platform,regular
2579834376,hkbus,菲林明道 (軒尼詩道),ref
2579834376,kmb,HE02-E-1560-0,ref
2579834377,highway,bus_stop,regular
2579834377,name,盧押道 Luard Road,regular
2579834377,en,Luard Road,name
2579834377,zh,盧押道,name
2579834377,public_transport,platform,regular
2579834377,ctb,2419B,ref
2579834377,hkbus,盧押道 (告士打道),ref
2579834378,highway,bus_stop,regular
2579834378,name,盧押道 Luard Road,regular
2579834378,en,Luard Road,name
2579834378,zh,盧押道,name
2579834378,public_transport,platform,regular
2579834378,ctb,2419A,ref
2579834378,hkbus,盧押道 (告士打道),ref
2579834379,highway,bus_stop,regular
2579834379,name,盧押道 Luard Road,regular
2579834379,en,Luard Road,name
2579834379,zh,盧押道,name
2579834379,public_transport,platform,regular
2579834379,hkbus,盧押道 (告士打道),ref
2579834379,kmb,IN01-W-1640-0,ref
2579834380,highway,bus_stop,regular
2579834380,name,柯布連道 O'Brien Road,regular
2579834380,en,O'Brien Road,name
2579834380,zh,柯布連道,name
2579834380,public_transport,platform,regular
2579834380,ctb,2431F,ref
2579834380,hkbus,柯布連道 (軒尼詩道),ref
2579834381,highway,bus_stop,regular
2579834381,name,柯布連道 O'Brien Road,regular
2579834381,en,O'Brien Road,name
2579834381,zh,柯布連道,name
2579834381,public_transport,platform,regular
2579834381,ctb,2431E,ref
2579834381,hkbus,柯布連道 (軒尼詩道),ref
2579834382,highway,bus_stop,regular
2579834382,name,柯布連道 O'Brien Road,regular
2579834382,en,O'Brien Road,name
2579834382,zh,柯布連道,name
2579834382,public_transport,platform,regular
2579834382,ctb,2431D,ref
2579834382,hkbus,柯布連道 (軒尼詩道),ref
2579834383,highway,bus_stop,regular
2579834383,name,柯布連道 O'Brien Road,regular
2579834383,en,O'Brien Road,name
2579834383,zh,柯布連道,name
2579834383,public_transport,platform,regular
2579834383,ctb,2431C,ref
2579834383,hkbus,柯布連道 (軒尼詩道),ref
2579834384,highway,bus_stop,regular
2579834384,name,柯布連道 O'Brien Road,regular
2579834384,en,O'Brien Road,name
2579834384,zh,柯布連道,name
2579834384,note,"Buses stop here: 680, 680X, N680, 681 (CTB), 681P (CTB)",regular
2579834384,operator,NWFB,regular
2579834384,public_transport,platform,regular
2579834384,ctb,2431B,ref
2579834384,hkbus,柯布連道 (軒尼詩道),ref
2579834385,highway,bus_stop,regular
2579834385,name,柯布連道 O'Brien Road,regular
2579834385,en,O'Brien Road,name
2579834385,zh,柯布連道,name
2579834385,note,Buses stop here: 23,regular
2579834385,operator,NWFB,regular
2579834385,public_transport,platform,regular
2579834385,ctb,2431A,ref
2579834385,hkbus,柯布連道 (軒尼詩道),ref
2579834386,highway,bus_stop,regular
2579834386,name,柯布連道 O'Brien Road,regular
2579834386,en,O'Brien Road,name
2579834386,zh,柯布連道,name
2579834386,note,"Buses stop here: 2, 25, N691",regular
2579834386,operator,NWFB,regular
2579834386,public_transport,platform,regular
2579834386,ctb,2418B,ref
2579834386,hkbus,柯布連道 (告士打道),ref
2579834387,highway,bus_stop,regular
2579834387,name,柯布連道 O'Brien Road,regular
2579834387,en,O'Brien Road,name
2579834387,zh,柯布連道,name
2579834387,note,"Buses stop here: 103, 619, 619X, 690, A11, N11, NA11",regular
2579834387,operator,CTB,regular
2579834387,public_transport,platform,regular
2579834387,ctb,2418A,ref
2579834387,hkbus,柯布連道 (告士打道),ref
2579834388,highway,bus_stop,regular
2579834388,name,修頓球場 Southorn Playground,regular
2579834388,en,Southorn Playground,name
2579834388,zh,修頓球場,name
2579834388,public_transport,platform,regular
2579834388,ctb,2446C,ref
2579834388,hkbus,修頓球場 (軒尼詩道),ref
2579834389,highway,bus_stop,regular
2579834389,name,修頓球場 Southorn Playground,regular
2579834389,en,Southorn Playground,name
2579834389,zh,修頓球場,name
2579834389,public_transport,platform,regular
2579834389,ctb,2446A,ref
2579834389,hkbus,修頓球場 (軒尼詩道),ref
2579834389,shelter,yes,regular
2579834390,highway,bus_stop,regular
2579834390,name,修頓球場 Southorn Playground,regular
2579834390,en,Southorn Playground,name
2579834390,zh,修頓球場,name
2579834390,public_transport,platform,regular
2579834390,ctb,2446E,ref
2579834390,hkbus,修頓球場 (軒尼詩道),ref
2579834390,shelter,yes,regular
2579834391,highway,bus_stop,regular
2579834391,name,修頓球場 Southorn Playground,regular
2579834391,en,Southorn Playground,name
2579834391,zh,修頓球場,name
2579834391,note,"Buses stop here: 1, 5, 5B, 5X, 101 (NWFB), 811 (NWFB)",regular
2579834391,operator,城巴 Citybus,regular
2579834391,public_transport,platform,regular
2579834391,ctb,2446D,ref
2579834391,hkbus,修頓球場 (軒尼詩道),ref
2579834391,shelter,yes,regular
2579834392,name,大有廣場 Tai Yau Plaza,regular
2579834392,en,Tai Yau Plaza,name
2579834392,zh,大有廣場,name
2579834392,shop,mall,regular
2579834672,crossing,traffic_signals,regular
2579834672,highway,crossing,regular
2579834709,crossing,traffic_signals,regular
2579834709,highway,crossing,regular
2579834754,crossing,traffic_signals,regular
2579834754,highway,crossing,regular
2579834834,crossing,traffic_signals,regular
2579834834,highway,crossing,regular
2583599796,crossing,traffic_signals,regular
2583599796,highway,crossing,regular
2583871002,highway,bus_stop,regular
2583871002,name,西灣河站 Sai Wan Ho Station,regular
2583871002,en,Sai Wan Ho Station,name
2583871002,zh,西灣河站,name
2583871002,note,"Buses stop here: 77, 99",regular
2583871002,operator,CTB,regular
2583871002,public_transport,platform,regular
2583871002,ref,1316A,regular
2583887071,highway,bus_stop,regular
2583887071,name,港島民生書院 Munsang College (Hong Kong Island),regular
2583887071,en,Munsang College (Hong Kong Island),name
2583887071,zh,港島民生書院,name
2583887071,note,"Buses stop here: 77, 85A, 99, 307P, 606, 606A, 89R, 82S (NWFB), 110 (NWFB)",regular
2583887071,operator,CTB,regular
2583887071,public_transport,platform,regular
2583887071,ctb,1315A,ref
2583887071,hkbus,港島民生書院,ref
2583897770,highway,bus_stop,regular
2583897770,name,香港東樹木組 Hong Kong East Tree Team,regular
2583897770,en,Hong Kong East Tree Team,name
2583897770,zh,香港東樹木組,name
2583897770,note,"Buses stop here: 82X, N8P",regular
2583897770,operator,NWFB,regular
2583897770,public_transport,platform,regular
2583897770,ctb,3305A,ref
2583897770,hkbus,香港東樹木組,ref
2585178945,street,Yue Man Square,addr
2585178945,bus,yes,regular
2585178945,highway,bus_stop,regular
2585178945,name,裕民坊 Yue Man Square,regular
2585178945,en,Yue Man Square,name
2585178945,zh,裕民坊,name
2585178945,note,"Buses stop here: 3D, 17",regular
2585178945,operator,KMB,regular
2585178945,public_transport,platform,regular
2585178945,hkbus,裕民坊,ref
2585178945,kmb,YU02-W-1100-0,ref
2585178945,shelter,yes,regular
2585179965,street,Yue Man Square,addr
2585179965,bus,yes,regular
2585179965,highway,bus_stop,regular
2585179965,name,裕民坊 Yue Man Square,regular
2585179965,en,Yue Man Square,name
2585179965,zh,裕民坊,name
2585179965,note,"Buses stop here: 23M, 28S, 619, N619",regular
2585179965,operator,九巴 KMB,regular
2585179965,public_transport,platform,regular
2585179965,hkbus,裕民坊,ref
2585179965,kmb,YU02-W-1000-0,ref
2585382682,highway,bus_stop,regular
2585382682,name,普樂里 Bullock Lane,regular
2585382682,en,Bullock Lane,name
2585382682,zh,普樂里,name
2585382682,note,Buses stop here: 1,regular
2585382682,operator,CTB,regular
2585382682,public_transport,platform,regular
2585382682,ctb,2537A,ref
2585382682,hkbus,普樂里,ref
2585382683,highway,bus_stop,regular
2585382683,name,普樂里 Bullock Lane,regular
2585382683,en,Bullock Lane,name
2585382683,zh,普樂里,name
2585382683,note,"Buses stop here: 101, 111, 111P, 811, N121",regular
2585382683,operator,NWFB,regular
2585382683,public_transport,platform,regular
2585382683,ctb,2537B,ref
2585382683,hkbus,普樂里,ref
2585382685,highway,bus_stop,regular
2585382685,name,巴路士街 Burrows Street,regular
2585382685,en,Burrows Street,name
2585382685,zh,巴路士街,name
2585382685,note,"Buses stop here: 37B, 37X, 90, 97, 590A(NWFB), N90",regular
2585382685,operator,"CTB, NWFB",regular
2585382685,public_transport,platform,regular
2585382685,ctb,2538A,ref
